OrderID,OrderDate,CustomerID,Product,Category,Quantity,UnitPrice,Revenue,Profit
4670,2022-05-21,4635,Cycling Helmet,Sports,3,180.97,542.91,91.05
4671,2022-01-04,2420,Treadmill,Sports,2,38.32,76.64,22.89
4672,2023-01-19,1132,Dumbbells,Sports,2,165.58,331.16,80.79
4673,2023-09-25,4077,Cycling Helmet,Sports,2,48.96,97.92,23.72
4674,2023-02-04,2620,Treadmill,Sports,5,65.53,327.65,60.96
4675,2023-02-26,1650,Perfume,Beauty,3,148.09,444.27,58.74
4676,2023-12-03,4821,Smartwatch,Electronics,1,110.91,110.91,31.81
4677,2024-01-22,1597,Headphones,Electronics,4,88.98,355.92,71.31
4678,2024-01-12,3314,Makeup Kit,Beauty,1,173.26,173.26,39.12
4679,2023-03-16,4823,Makeup Kit,Beauty,3,60.65,181.95,51.98
4680,2023-07-19,2673,Smartwatch,Electronics,3,131.9,395.7,108.01
4681,2022-03-29,3243,Smartwatch,Electronics,5,125.16,625.8,128.6
4682,2023-12-16,1880,Smartphone,Electronics,4,52.59,210.36,62.81
4683,2023-05-27,327,Headphones,Electronics,4,120.02,480.08,137.95
4684,2022-11-27,33,Tennis Racket,Sports,4,132.17,528.68,82.82
4685,2022-04-04,3154,Blender,Home & Kitchen,3,175.24,525.72,96.8
4686,2022-04-07,2274,Microwave,Home & Kitchen,2,59.12,118.24,34.72
4687,2022-01-18,1967,Sneakers,Clothing,1,115.26,115.26,31.73
4688,2022-01-03,749,Headphones,Electronics,1,96.83,96.83,26.09
4689,2022-08-16,2926,Smartwatch,Electronics,5,86.32,431.6,84.54
4690,2023-02-16,4248,Smartwatch,Electronics,4,38.16,152.64,24.09
4691,2023-10-10,3599,Sneakers,Clothing,2,105.49,210.98,54.46
4692,2022-10-03,4784,Microwave,Home & Kitchen,1,70.93,70.93,19.63
4693,2023-03-22,2541,Vacuum Cleaner,Home & Kitchen,4,64.42,257.68,33.17
4694,2023-02-04,1102,Hair Dryer,Beauty,2,138.24,276.48,39.47
4695,2022-02-16,3543,Smartphone,Electronics,2,22.97,45.94,7.98
4696,2022-06-14,4780,Hair Dryer,Beauty,2,46.23,92.46,17.07
4697,2022-03-03,3704,Skincare Set,Beauty,4,95.25,381.0,93.26
4698,2022-07-28,3911,Vacuum Cleaner,Home & Kitchen,4,145.22,580.88,149.89
4699,2023-04-13,3017,Smartwatch,Electronics,1,32.95,32.95,8.27
4700,2022-10-12,457,Smartphone,Electronics,3,131.4,394.2,47.22
4701,2022-08-15,280,Perfume,Beauty,3,122.14,366.42,67.96
4702,2022-12-05,3736,Perfume,Beauty,5,64.08,320.4,42.49
4703,2022-04-11,960,Cycling Helmet,Sports,1,45.47,45.47,9.37
4704,2023-01-30,613,Smartphone,Electronics,1,105.5,105.5,23.17
4705,2022-01-22,476,Yoga Mat,Sports,2,193.46,386.92,60.18
4706,2023-11-30,3610,Smartwatch,Electronics,1,168.8,168.8,45.89
4707,2023-10-28,1613,Air Fryer,Home & Kitchen,3,66.49,199.47,39.56
4708,2022-03-09,2544,Makeup Kit,Beauty,4,43.02,172.08,41.49
4709,2023-10-27,2832,Dress,Clothing,1,179.92,179.92,35.66
4710,2022-02-12,538,Smartphone,Electronics,3,17.35,52.05,13.1
4711,2023-01-18,1806,Makeup Kit,Beauty,5,33.85,169.25,27.83
4712,2022-12-25,1822,Microwave,Home & Kitchen,1,127.84,127.84,36.36
4713,2022-03-11,106,Makeup Kit,Beauty,1,104.8,104.8,28.08
4714,2022-05-22,3401,Jeans,Clothing,5,89.94,449.7,87.72
4715,2023-02-22,893,Smartphone,Electronics,4,147.93,591.72,71.16
4716,2024-01-12,3462,Tablet,Electronics,1,131.53,131.53,37.53
4717,2023-04-29,969,Dress,Clothing,5,36.36,181.8,41.54
4718,2022-05-30,2533,Jeans,Clothing,3,145.75,437.25,45.68
4719,2023-12-21,3995,Tablet,Electronics,4,78.36,313.44,88.81
4720,2022-01-04,2964,Vacuum Cleaner,Home & Kitchen,2,143.84,287.68,56.59
4721,2023-01-25,1776,Jacket,Clothing,5,48.89,244.45,68.75
4722,2022-04-30,1063,Tablet,Electronics,5,116.49,582.45,142.75
4723,2022-10-30,3963,Microwave,Home & Kitchen,1,124.64,124.64,13.66
4724,2023-05-30,4296,Dress,Clothing,3,116.05,348.15,41.82
4725,2023-03-27,4117,Jacket,Clothing,5,101.92,509.6,82.63
4726,2023-03-06,3755,Dress,Clothing,2,77.53,155.06,40.64
4727,2022-03-27,1974,Hair Dryer,Beauty,4,177.58,710.32,146.98
4728,2022-12-13,1792,Smartwatch,Electronics,4,22.45,89.8,15.1
4729,2023-08-17,483,Headphones,Electronics,4,121.97,487.88,70.24
4730,2022-10-20,160,Dress,Clothing,1,53.19,53.19,9.9
4731,2022-03-12,1378,Jacket,Clothing,5,193.16,965.8,192.36
4732,2023-01-21,3068,Perfume,Beauty,3,46.57,139.71,37.51
4733,2022-05-10,2113,Headphones,Electronics,1,150.16,150.16,15.39
4734,2022-08-26,2153,Tablet,Electronics,5,94.46,472.3,92.12
4735,2022-05-18,2044,Microwave,Home & Kitchen,4,105.58,422.32,76.33
4736,2022-06-11,4465,Jacket,Clothing,3,36.28,108.84,14.94
4737,2022-11-30,1784,Sneakers,Clothing,5,26.64,133.2,35.62
4738,2022-03-03,2369,T-Shirt,Clothing,4,129.85,519.4,103.88
4739,2024-01-23,4254,Tennis Racket,Sports,3,25.7,77.1,19.24
4740,2023-10-06,588,Blender,Home & Kitchen,4,109.7,438.8,73.22
4741,2022-07-18,3102,Laptop,Electronics,1,29.77,29.77,7.5
4742,2023-12-04,3705,Headphones,Electronics,2,199.38,398.76,79.32
4743,2022-05-29,1974,Cookware Set,Home & Kitchen,4,131.47,525.88,103.38
4744,2023-02-01,458,Treadmill,Sports,1,77.17,77.17,17.11
4745,2023-06-12,4885,Cycling Helmet,Sports,5,35.73,178.65,29.45
4746,2022-10-23,1336,Blender,Home & Kitchen,1,84.6,84.6,8.97
4747,2023-07-26,4046,Sneakers,Clothing,1,36.12,36.12,5.46
4748,2023-03-17,4791,Jeans,Clothing,5,54.16,270.8,76.03
4749,2023-06-16,738,Cycling Helmet,Sports,3,95.33,285.99,28.75
4750,2022-09-20,2417,Hair Dryer,Beauty,2,144.92,289.84,55.05
4751,2023-06-10,2740,Laptop,Electronics,3,182.59,547.77,121.18
4752,2022-03-06,1494,Yoga Mat,Sports,2,25.06,50.12,6.74
4753,2022-05-02,2808,Cookware Set,Home & Kitchen,4,100.19,400.76,97.15
4754,2022-01-14,3100,Sneakers,Clothing,5,126.43,632.15,157.0
4755,2023-07-28,2522,Treadmill,Sports,4,42.3,169.2,18.01
4756,2023-04-12,3428,Dress,Clothing,3,169.1,507.3,147.11
4757,2023-09-10,2845,Jeans,Clothing,5,149.89,749.45,221.4
4758,2022-04-17,87,Laptop,Electronics,2,56.15,112.3,13.34
4759,2024-01-13,4875,Cycling Helmet,Sports,3,152.69,458.07,134.48
4760,2023-08-19,701,Vacuum Cleaner,Home & Kitchen,1,97.21,97.21,20.33
4761,2023-03-10,4401,Dress,Clothing,2,11.68,23.36,4.17
4762,2023-10-01,4816,Perfume,Beauty,3,157.13,471.39,60.63
4763,2023-12-29,4384,Shampoo,Beauty,5,140.13,700.65,111.37
4764,2023-07-24,1929,Cycling Helmet,Sports,4,62.86,251.44,31.19
4765,2022-05-13,1895,Laptop,Electronics,2,45.26,90.52,23.97
4766,2023-05-24,36,Shampoo,Beauty,3,78.98,236.94,41.37
4767,2022-05-19,2160,Jacket,Clothing,4,107.34,429.36,84.58
4768,2023-03-24,4750,Microwave,Home & Kitchen,1,97.04,97.04,11.97
4769,2023-12-18,1569,Dumbbells,Sports,1,38.42,38.42,6.44
4770,2023-02-04,4026,Dress,Clothing,2,92.28,184.56,41.61
4771,2022-09-03,4043,Jeans,Clothing,1,133.62,133.62,23.7
4772,2022-09-21,879,Skincare Set,Beauty,2,59.61,119.22,23.46
4773,2022-04-13,1700,Blender,Home & Kitchen,5,195.26,976.3,181.27
4774,2023-07-21,4054,Smartwatch,Electronics,2,60.78,121.56,17.48
4775,2022-05-07,228,Makeup Kit,Beauty,3,187.06,561.18,109.44
4776,2022-06-15,3479,Yoga Mat,Sports,1,128.55,128.55,26.44
4777,2022-01-14,1584,Dress,Clothing,5,157.55,787.75,79.53
4778,2022-10-18,4520,Sneakers,Clothing,3,55.95,167.85,49.89
4779,2022-09-01,2814,Smartphone,Electronics,1,25.31,25.31,6.51
4780,2023-03-02,2746,Jeans,Clothing,5,47.0,235.0,66.77
4781,2022-03-14,4261,Yoga Mat,Sports,1,149.3,149.3,37.01
4782,2023-04-07,2423,Smartwatch,Electronics,4,41.82,167.28,19.63
4783,2022-03-31,4140,Microwave,Home & Kitchen,5,64.46,322.3,65.71
4784,2023-01-26,564,Smartphone,Electronics,3,114.05,342.15,99.37
4785,2022-08-18,3721,Tablet,Electronics,1,144.2,144.2,15.67
4786,2023-12-05,2216,Blender,Home & Kitchen,2,107.73,215.46,21.68
4787,2022-07-15,2815,Smartphone,Electronics,4,131.28,525.12,57.75
4788,2023-07-28,1181,Skincare Set,Beauty,2,40.73,81.46,14.78
4789,2023-11-02,2961,Shampoo,Beauty,2,115.23,230.46,54.9
4790,2023-11-06,4339,Makeup Kit,Beauty,5,160.94,804.7,104.45
4791,2022-04-21,3207,Blender,Home & Kitchen,4,103.8,415.2,110.83
4792,2023-07-19,658,Yoga Mat,Sports,2,136.62,273.24,34.76
4793,2023-03-27,1332,Tablet,Electronics,3,191.62,574.86,61.75
4794,2022-06-05,4229,Smartphone,Electronics,2,127.15,254.3,69.42
4795,2023-10-17,3100,Microwave,Home & Kitchen,4,30.95,123.8,33.04
4796,2022-02-24,1066,Dumbbells,Sports,3,97.49,292.47,63.61
4797,2022-07-13,1189,Treadmill,Sports,2,153.19,306.38,49.9
4798,2022-04-25,4000,Vacuum Cleaner,Home & Kitchen,2,20.53,41.06,7.21
4799,2023-11-14,2349,Jeans,Clothing,4,94.01,376.04,94.73
4800,2022-05-29,1759,Laptop,Electronics,5,128.83,644.15,192.93
4801,2022-05-09,3028,Smartphone,Electronics,3,158.06,474.18,107.78
4802,2022-02-18,341,Laptop,Electronics,4,191.83,767.32,101.49
4803,2022-01-06,4792,Smartphone,Electronics,5,79.83,399.15,77.17
4804,2022-01-27,1212,Makeup Kit,Beauty,2,90.72,181.44,47.52
4805,2022-10-15,939,Shampoo,Beauty,1,71.64,71.64,12.89
4806,2022-05-23,1935,Jeans,Clothing,5,30.29,151.45,20.61
4807,2023-01-22,1809,Perfume,Beauty,3,43.4,130.2,23.15
4808,2024-01-18,590,Smartwatch,Electronics,1,198.88,198.88,28.92
4809,2023-09-09,2986,Vacuum Cleaner,Home & Kitchen,3,72.45,217.35,64.64
4810,2023-05-23,4680,Treadmill,Sports,5,134.23,671.15,94.99
4811,2023-12-09,275,Smartphone,Electronics,3,41.12,123.36,15.84
4812,2023-07-03,1675,Smartphone,Electronics,1,51.99,51.99,6.34
4813,2023-04-13,4432,Cookware Set,Home & Kitchen,5,194.73,973.65,284.37
4814,2024-01-29,1884,Smartwatch,Electronics,4,61.59,246.36,30.61
4815,2023-09-22,3566,Jeans,Clothing,3,55.5,166.5,25.79
4816,2022-03-07,3592,Smartwatch,Electronics,4,36.03,144.12,28.23
4817,2023-01-20,3828,Jeans,Clothing,2,194.81,389.62,51.61
4818,2023-11-20,3290,Yoga Mat,Sports,3,76.39,229.17,53.41
4819,2023-10-19,362,Jeans,Clothing,4,133.73,534.92,68.36
4820,2022-01-10,3353,Shampoo,Beauty,3,100.77,302.31,33.81
4821,2022-05-22,3929,Skincare Set,Beauty,2,136.0,272.0,41.06
4822,2024-01-20,1407,Makeup Kit,Beauty,5,38.06,190.3,32.42
4823,2022-01-03,3084,Air Fryer,Home & Kitchen,4,142.83,571.32,107.86
4824,2022-10-17,1276,Treadmill,Sports,2,199.48,398.96,63.57
4825,2022-03-16,3860,Cycling Helmet,Sports,2,143.93,287.86,30.85
4826,2022-02-11,2384,Tablet,Electronics,2,61.06,122.12,36.33
4827,2022-06-04,4655,Jacket,Clothing,2,191.21,382.42,40.69
4828,2023-12-15,4066,Shampoo,Beauty,2,191.55,383.1,91.67
4829,2023-11-07,1375,Perfume,Beauty,2,141.85,283.7,45.82
4830,2023-01-23,1940,Shampoo,Beauty,2,87.14,174.28,40.92
4831,2023-12-08,2460,Smartphone,Electronics,1,149.99,149.99,30.69
4832,2023-10-08,1413,Smartwatch,Electronics,4,36.43,145.72,28.88
4833,2024-01-05,4980,Yoga Mat,Sports,2,72.6,145.2,41.77
4834,2022-10-21,4301,Sneakers,Clothing,5,192.46,962.3,223.26
4835,2022-11-20,328,Cycling Helmet,Sports,5,106.1,530.5,75.23
4836,2023-10-18,4084,Treadmill,Sports,2,132.38,264.76,38.99
4837,2023-12-13,461,Laptop,Electronics,2,165.23,330.46,74.65
4838,2023-01-28,667,T-Shirt,Clothing,5,189.8,949.0,109.61
4839,2022-03-18,2377,Laptop,Electronics,4,113.84,455.36,97.36
4840,2023-02-12,3642,Treadmill,Sports,1,161.47,161.47,32.91
4841,2024-01-22,430,Treadmill,Sports,5,31.7,158.5,24.39
4842,2022-08-29,4569,Jacket,Clothing,5,151.08,755.4,174.08
4843,2023-03-17,2066,Tennis Racket,Sports,5,136.12,680.6,151.71
4844,2023-05-05,4619,Sneakers,Clothing,1,148.15,148.15,33.22
4845,2022-05-12,2861,Laptop,Electronics,5,159.98,799.9,221.53
4846,2022-11-04,2482,Yoga Mat,Sports,2,193.67,387.34,112.79
4847,2022-04-12,377,Makeup Kit,Beauty,3,68.97,206.91,41.11
4848,2023-04-08,2508,Hair Dryer,Beauty,5,184.63,923.15,236.24
4849,2022-01-01,1976,Tablet,Electronics,1,184.35,184.35,34.08
4850,2023-07-13,520,Headphones,Electronics,1,183.32,183.32,20.31
4851,2023-09-20,4600,Jacket,Clothing,4,109.59,438.36,105.0
4852,2022-12-21,3042,Dress,Clothing,3,117.99,353.97,105.47
4853,2023-03-03,861,Tennis Racket,Sports,2,173.97,347.94,95.41
4854,2023-01-05,2533,Cycling Helmet,Sports,1,68.55,68.55,8.82
4855,2022-04-28,3576,Perfume,Beauty,3,80.74,242.22,70.9
4856,2022-10-07,3645,Smartwatch,Electronics,4,122.37,489.48,124.84
4857,2022-02-02,1726,Makeup Kit,Beauty,3,71.91,215.73,38.76
4858,2022-11-05,2720,Dress,Clothing,5,78.99,394.95,66.16
4859,2023-08-26,684,Headphones,Electronics,4,137.62,550.48,124.5
4860,2023-04-27,3397,Tablet,Electronics,2,190.87,381.74,101.83
4861,2023-07-10,1205,Blender,Home & Kitchen,4,49.75,199.0,52.3
4862,2023-01-15,4705,Dumbbells,Sports,4,99.82,399.28,46.93
4863,2024-01-21,2046,Dress,Clothing,5,59.2,296.0,61.57
4864,2023-08-07,1024,Yoga Mat,Sports,2,183.37,366.74,52.76
4865,2022-01-10,319,Jacket,Clothing,1,19.65,19.65,2.06
4866,2023-10-20,391,Hair Dryer,Beauty,1,150.72,150.72,43.62
4867,2023-04-08,847,Cycling Helmet,Sports,1,85.34,85.34,11.96
4868,2023-05-14,1853,Sneakers,Clothing,4,16.51,66.04,8.56
4869,2022-11-29,2771,Air Fryer,Home & Kitchen,5,172.68,863.4,237.67
4870,2022-06-06,2150,T-Shirt,Clothing,1,50.16,50.16,8.52
4871,2023-03-02,4584,Smartwatch,Electronics,3,83.36,250.08,39.42
4872,2023-04-18,1114,Shampoo,Beauty,2,64.17,128.34,14.21
4873,2024-01-23,4009,T-Shirt,Clothing,1,61.89,61.89,13.4
4874,2023-07-14,1954,Perfume,Beauty,1,151.28,151.28,19.89
4875,2022-07-26,1473,Jacket,Clothing,5,60.7,303.5,87.91
4876,2022-06-11,4243,Headphones,Electronics,3,198.59,595.77,78.03
4877,2023-09-21,773,Air Fryer,Home & Kitchen,4,96.32,385.28,109.34
4878,2022-12-27,4863,Makeup Kit,Beauty,2,111.9,223.8,58.2
4879,2023-05-25,2543,Air Fryer,Home & Kitchen,4,31.78,127.12,30.61
4880,2022-06-19,4437,Smartwatch,Electronics,4,36.68,146.72,18.0
4881,2023-09-05,876,Jacket,Clothing,5,112.36,561.8,88.31
4882,2023-09-27,2434,Headphones,Electronics,4,157.61,630.44,138.68
4883,2023-11-09,2895,Skincare Set,Beauty,2,191.1,382.2,94.78
4884,2023-12-25,3303,Dumbbells,Sports,1,70.35,70.35,7.22
4885,2023-04-25,4738,Blender,Home & Kitchen,5,137.89,689.45,143.92
4886,2023-08-06,1731,Cookware Set,Home & Kitchen,2,47.42,94.84,16.2
4887,2022-03-14,4516,Dress,Clothing,2,112.57,225.14,48.74
4888,2024-01-11,4859,Tennis Racket,Sports,3,33.65,100.95,12.49
4889,2023-08-05,433,Dumbbells,Sports,4,153.53,614.12,108.03
4890,2022-10-17,4865,Vacuum Cleaner,Home & Kitchen,3,81.26,243.78,53.05
4891,2023-02-19,3220,Dress,Clothing,4,57.34,229.36,61.95
4892,2024-01-24,1089,Cookware Set,Home & Kitchen,2,41.83,83.66,8.38
4893,2023-12-12,801,Makeup Kit,Beauty,4,63.19,252.76,38.09
4894,2022-01-23,2618,Tablet,Electronics,2,90.16,180.32,28.33
4895,2022-04-19,3058,Treadmill,Sports,2,50.86,101.72,23.52
4896,2022-12-31,3615,Vacuum Cleaner,Home & Kitchen,3,103.76,311.28,39.21
4897,2023-02-12,1643,Tablet,Electronics,5,34.26,171.3,18.13
4898,2023-01-12,1402,Jacket,Clothing,4,72.3,289.2,76.75
4899,2022-03-19,3856,Air Fryer,Home & Kitchen,5,10.46,52.3,12.61
4900,2022-09-04,1679,T-Shirt,Clothing,5,50.84,254.2,57.1
4901,2022-06-20,86,Laptop,Electronics,4,49.09,196.36,33.03
4902,2023-02-05,2967,Dumbbells,Sports,2,153.3,306.6,56.27
4903,2022-12-09,1807,Cycling Helmet,Sports,5,25.63,128.15,30.74
4904,2022-12-19,4069,Cycling Helmet,Sports,4,82.87,331.48,89.15
4905,2023-11-12,2238,Dress,Clothing,1,151.22,151.22,39.99
4906,2022-05-23,1906,Vacuum Cleaner,Home & Kitchen,5,155.32,776.6,231.49
4907,2022-11-14,1005,Perfume,Beauty,4,91.52,366.08,55.44
4908,2024-01-31,2566,Skincare Set,Beauty,5,194.02,970.1,229.81
4909,2023-08-03,1500,Makeup Kit,Beauty,5,109.56,547.8,149.1
4910,2022-12-01,421,Laptop,Electronics,5,103.49,517.45,141.96
4911,2022-07-02,1282,Dress,Clothing,3,94.41,283.23,45.28
4912,2023-04-10,1484,Perfume,Beauty,2,198.99,397.98,70.89
4913,2023-07-16,1586,Air Fryer,Home & Kitchen,2,54.88,109.76,25.04
4914,2023-01-29,703,T-Shirt,Clothing,5,92.41,462.05,124.36
4915,2023-12-12,1283,Dress,Clothing,2,68.79,137.58,30.36
4916,2023-07-28,4853,Air Fryer,Home & Kitchen,2,65.26,130.52,30.69
4917,2022-12-11,872,Cycling Helmet,Sports,4,90.56,362.24,54.37
4918,2022-09-11,606,Tablet,Electronics,2,68.46,136.92,22.86
4919,2022-08-10,763,Smartwatch,Electronics,2,129.18,258.36,55.66
4920,2022-04-18,27,Jeans,Clothing,4,134.57,538.28,160.76
4921,2023-09-06,311,Sneakers,Clothing,5,35.92,179.6,25.21
4922,2022-07-11,4458,Cookware Set,Home & Kitchen,5,140.87,704.35,112.31
4923,2023-06-09,493,Perfume,Beauty,4,171.24,684.96,179.37
4924,2022-04-30,4272,Blender,Home & Kitchen,1,84.28,84.28,11.79
4925,2023-02-28,108,Tablet,Electronics,4,92.89,371.56,45.75
4926,2024-01-26,3473,Tennis Racket,Sports,5,87.03,435.15,122.53
4927,2023-05-06,4620,Dumbbells,Sports,4,122.86,491.44,95.62
4928,2023-06-09,3820,Jeans,Clothing,3,123.81,371.43,58.43
4929,2022-01-02,1575,Makeup Kit,Beauty,3,70.9,212.7,26.45
4930,2023-12-18,4333,Yoga Mat,Sports,5,192.1,960.5,126.79
4931,2022-01-04,4200,Vacuum Cleaner,Home & Kitchen,4,14.88,59.52,11.87
4932,2023-05-29,143,Dress,Clothing,2,94.12,188.24,51.45
4933,2023-06-03,4834,Cookware Set,Home & Kitchen,3,196.63,589.89,106.19
4934,2022-06-24,4160,Smartwatch,Electronics,2,41.05,82.1,21.83
4935,2022-11-22,1263,Headphones,Electronics,4,109.2,436.8,74.11
4936,2023-10-31,507,Headphones,Electronics,2,64.4,128.8,16.44
4937,2023-08-02,1747,Air Fryer,Home & Kitchen,2,108.57,217.14,42.44
4938,2022-01-21,1574,Skincare Set,Beauty,2,75.44,150.88,21.87
4939,2022-04-21,569,Skincare Set,Beauty,2,46.49,92.98,17.48
4940,2022-11-05,3831,Makeup Kit,Beauty,4,185.65,742.6,122.76
4941,2022-08-17,2877,Headphones,Electronics,5,64.4,322.0,39.51
4942,2022-10-04,1724,Treadmill,Sports,5,199.18,995.9,153.69
4943,2022-04-03,225,Smartphone,Electronics,4,62.32,249.28,27.79
4944,2022-01-22,3261,Shampoo,Beauty,4,93.44,373.76,76.05
4945,2023-11-11,398,Skincare Set,Beauty,1,16.19,16.19,3.48
4946,2022-05-06,1808,Shampoo,Beauty,1,125.37,125.37,20.2
4947,2022-10-16,3668,Cycling Helmet,Sports,3,75.64,226.92,45.77
4948,2023-02-02,3130,Tennis Racket,Sports,1,136.31,136.31,20.31
4949,2023-08-02,1689,Hair Dryer,Beauty,3,49.82,149.46,42.3
4950,2022-12-04,20,Smartwatch,Electronics,4,164.62,658.48,159.21
4951,2023-01-26,2374,Makeup Kit,Beauty,1,11.48,11.48,1.96
4952,2022-03-06,1078,Shampoo,Beauty,2,67.93,135.86,25.53
4953,2023-09-07,2741,Hair Dryer,Beauty,5,172.38,861.9,187.31
4954,2022-06-21,1472,Treadmill,Sports,3,98.6,295.8,75.67
4955,2023-06-02,4350,Microwave,Home & Kitchen,2,66.64,133.28,23.8
4956,2022-10-25,4695,Yoga Mat,Sports,3,103.31,309.93,86.01
4957,2023-06-28,546,Cookware Set,Home & Kitchen,5,38.34,191.7,38.51
4958,2022-07-28,4523,Skincare Set,Beauty,5,196.02,980.1,273.88
4959,2023-01-31,4910,Cookware Set,Home & Kitchen,1,111.23,111.23,14.4
4960,2023-10-31,2868,Vacuum Cleaner,Home & Kitchen,5,110.82,554.1,58.89
4961,2022-10-10,599,Treadmill,Sports,5,94.42,472.1,91.16
4962,2023-01-21,4537,Jacket,Clothing,2,45.38,90.76,14.56
4963,2023-03-03,3395,Jacket,Clothing,2,120.43,240.86,28.58
4964,2022-03-15,3295,Perfume,Beauty,4,118.14,472.56,88.87
4965,2023-06-11,2245,Treadmill,Sports,1,134.82,134.82,22.34
4966,2022-06-23,2933,Makeup Kit,Beauty,1,102.67,102.67,15.54
4967,2023-11-29,3826,Perfume,Beauty,5,124.53,622.65,148.47
4968,2023-01-14,2477,Dress,Clothing,3,30.94,92.82,27.07
4969,2023-06-21,3589,Dress,Clothing,3,127.53,382.59,49.41
4970,2022-08-01,3447,Smartphone,Electronics,2,29.67,59.34,11.2
4971,2022-08-15,486,Dumbbells,Sports,3,151.68,455.04,80.49
4972,2023-12-23,1906,Tablet,Electronics,2,153.06,306.12,64.66
4973,2023-08-04,347,Cycling Helmet,Sports,2,177.47,354.94,38.45
4974,2023-03-27,1560,Tennis Racket,Sports,2,67.42,134.84,26.19
4975,2023-02-11,1589,Jacket,Clothing,5,69.94,349.7,69.5
4976,2022-03-13,2512,Air Fryer,Home & Kitchen,3,126.98,380.94,84.15
4977,2023-05-25,2375,Shampoo,Beauty,2,157.99,315.98,40.23
4978,2022-05-31,4680,Microwave,Home & Kitchen,2,135.43,270.86,65.41
4979,2022-01-03,140,Jeans,Clothing,3,192.07,576.21,98.66
4980,2022-06-13,519,Jeans,Clothing,3,125.76,377.28,47.6
4981,2022-10-16,3168,Treadmill,Sports,5,17.47,87.35,20.1
4982,2022-05-22,515,Blender,Home & Kitchen,2,164.14,328.28,74.4
4983,2022-11-17,2274,Yoga Mat,Sports,1,124.56,124.56,20.98
4984,2023-12-12,2309,Jacket,Clothing,1,18.91,18.91,2.93
4985,2022-01-21,4862,Treadmill,Sports,1,98.0,98.0,25.73
4986,2022-02-20,1192,Sneakers,Clothing,4,176.79,707.16,87.42
4987,2023-11-22,1993,Tennis Racket,Sports,3,49.02,147.06,15.95
4988,2023-10-23,3223,Shampoo,Beauty,4,194.66,778.64,164.57
4989,2022-05-15,4163,Microwave,Home & Kitchen,5,90.06,450.3,47.51
4990,2023-01-22,3460,Tennis Racket,Sports,2,134.91,269.82,36.33
4991,2022-03-13,1866,Air Fryer,Home & Kitchen,2,18.5,37.0,5.29
4992,2023-06-05,3368,Tablet,Electronics,5,153.07,765.35,229.32
4993,2024-01-02,2050,Sneakers,Clothing,3,23.29,69.87,8.1
4994,2022-02-11,658,Tablet,Electronics,5,133.52,667.6,155.49
4995,2024-01-18,2641,Tablet,Electronics,4,115.66,462.64,62.39
4996,2022-01-22,1197,Sneakers,Clothing,5,151.66,758.3,110.13
4997,2022-05-05,937,Smartwatch,Electronics,4,34.89,139.56,34.34
4998,2022-05-06,1570,Yoga Mat,Sports,1,89.15,89.15,24.33
4999,2022-08-30,873,Microwave,Home & Kitchen,5,167.33,836.65,182.56
5000,2022-03-06,3589,Skincare Set,Beauty,4,152.29,609.16,166.64
5001,2023-10-27,1666,Hair Dryer,Beauty,4,107.59,430.36,106.37
5002,2022-08-14,3838,Air Fryer,Home & Kitchen,2,53.18,106.36,21.63
5003,2022-09-10,319,Vacuum Cleaner,Home & Kitchen,4,86.36,345.44,56.35
5004,2022-08-31,1337,Jeans,Clothing,1,39.97,39.97,10.28
5005,2022-10-31,4129,Jacket,Clothing,4,31.48,125.92,15.16
5006,2022-12-19,1456,Laptop,Electronics,4,29.67,118.68,30.14
5007,2022-06-08,4710,Hair Dryer,Beauty,2,127.18,254.36,57.79
5008,2023-03-22,4013,Cycling Helmet,Sports,3,94.94,284.82,84.37
5009,2023-05-30,894,Perfume,Beauty,3,105.13,315.39,83.1
5010,2022-02-08,2999,Cookware Set,Home & Kitchen,2,98.14,196.28,28.48
5011,2022-12-19,1428,Hair Dryer,Beauty,3,37.74,113.22,25.17
5012,2023-05-07,4648,Cycling Helmet,Sports,1,58.92,58.92,10.58
5013,2023-01-20,3744,Blender,Home & Kitchen,5,59.79,298.95,74.76
5014,2022-03-10,1497,T-Shirt,Clothing,5,35.03,175.15,27.33
5015,2022-07-25,3173,Headphones,Electronics,1,136.09,136.09,21.06
5016,2022-09-20,295,Sneakers,Clothing,3,51.75,155.25,41.58
5017,2022-08-09,1609,Tennis Racket,Sports,4,60.41,241.64,57.36
5018,2023-10-25,3198,Vacuum Cleaner,Home & Kitchen,2,88.33,176.66,30.25
5019,2023-12-24,96,Shampoo,Beauty,5,126.46,632.3,82.0
5020,2022-01-27,4208,Blender,Home & Kitchen,3,30.24,90.72,15.9
5021,2023-12-12,3234,Perfume,Beauty,5,50.19,250.95,34.08
5022,2023-08-04,439,T-Shirt,Clothing,4,60.57,242.28,34.67
5023,2023-02-13,3013,Cycling Helmet,Sports,3,16.66,49.98,6.31
5024,2023-02-25,4379,Tablet,Electronics,3,117.24,351.72,54.37
5025,2022-11-03,1667,Skincare Set,Beauty,5,142.72,713.6,152.55
5026,2023-06-28,3421,Tablet,Electronics,4,120.39,481.56,66.24
5027,2023-12-04,4594,Jacket,Clothing,2,42.46,84.92,15.09
5028,2023-02-17,3074,Treadmill,Sports,5,146.83,734.15,122.37
5029,2022-11-10,1376,Smartphone,Electronics,4,60.77,243.08,32.77
5030,2023-03-28,1334,Yoga Mat,Sports,1,168.1,168.1,39.28
